review_id,review_text,upvotes,app_version,posted_date,year
gp:AOqpTOEklnSXmMT8Mwa-pNIsdoHYtnC9UoyuUcDZDPUgyXkdgvAG7IKC72d_kRH0PkYhyK5czHoOoF_QaAq2qg,"Fun, interesting, interactive way to meet and appreciate other people, and see more in this wonderful world",5,20.9.3,2021-08-31 15:08:00,2021
gp:AOqpTOH6_3nCjMwQv1t0P5pmuiZNFxLNV1038Ee_GpZGtIAH6jGvgn2WdH2JON7JkEcLwZcPOn_MVBQl4bkRjg,The Joy this app brings me is I can't put into words it's just crazy and bring the world closer together when you're not working and you sit around all day,2,20.9.3,2021-09-02 13:59:00,2021
gp:AOqpTOFi6hiL3BtIZUQNX9KN1gMmnKgBRKXMdQfkaST5o97tnOytCp4QDOJOEXCQ6B-jYwVVcwv1pLotkCbHgw,"It is good, but every time I join TikTok, it just lags and kicks me out. I didn't do anything.",0,21.1.41,2021-09-11 22:06:00,2021
gp:AOqpTOGcu1D5aEWtaT_6GIuZVvU3hET3YxtqDKVtYIBf7U5V1zBnPkWbCpr94pw3p4z8uuSv-kH5Pqm1qRIycQ,"Good for networking and meeting.some interesting and funny folk, laughter is such a good feeling when I am down.",1,21.2.5,2021-09-17 07:42:00,2021
gp:AOqpTOHNqHfFV62n1l4giQyHpCTpUnj7NBK019lkuKwVLcaP600yjlbWsYm7OSi-kSxrmOSRieBq17u2gYB0Fw,I like it just I dont like it when ever your chatting in it when your watching TikToks and there is a limit for what your writing what if your trying to say something long but you cant say it bc there is a writing limit is rhere a way that you can take it down plz!?,3,20.9.3,2021-08-31 00:55:00,2021
gp:AOqpTOE0ks_DblDm_aqPK9QVOi1ZbmG5JgkybSsDLqBLQLh2mtg7GHJkGJuCR1fuV9fGpf6DYLXt04dRU8UvUw,I love how we get to see animals and people with very great skills.My favorite part is arts.I don't know what to say but I do love shis app a lot thank you for whoever made it.,4,20.9.3,2021-09-03 09:31:00,2021
gp:AOqpTOFKI6iaz76SHA7nOzqX4Xrj-MO3Mky0Ozn_NFdmVWwzj0YG6s7Lcmb-eHIDMThMhB9Ayztm9enKniW9Cg,I thought tiktok was stupid and that I'd never use it... I downloaded it to add music to a video for free 🤣🤣! Now I must admit that it's taken up a larger amount of my social media time than I'd like to share 🤷🏿‍♂️🤣,1,21.1.6,2021-09-09 05:22:00,2021
gp:AOqpTOHbWiyoOL7h8WK5OW5WcedavPwqvMgz-_dK8KfXuG-1VbR-O1hzscJ2sEWafB0ly1znV_fAHCqKPumDAw,Fun to edit videos. Great for people who don't have a laptop to edit videos. You can do it all by phone.,2,21.1.6,2021-09-12 22:13:00,2021
gp:AOqpTOHQvi4Z57W_AQvAJQGRNXSeor8y3SDk0XSouvnNrfpPiXDLOwn5Z1UpKaB9-FVrsN3WgVUXTb0eD4ebOg,It took me a little bit to get used to using tik Tok but it is a great way to see what's going on in the world share ideas talk to friends and do some crazy things,3,21.2.2,2021-09-13 01:57:00,2021
gp:AOqpTOFhycxRteEiSbFjXgSRcdaxHLuedIXFHFMGRl4IWk5gQNnl2O3km4mtBkQpUiRgUzD9ceH3xvGAbM23zg,"Everyone is on this app , so it's a great way to get views & interactions without spending a ton of money on ads.",1,21.1.41,2021-09-14 22:02:00,2021
gp:AOqpTOG-Gt1EPVEEtu1gI3G9ZL0jl8c92rCNuN0fNwiMkHQSoEDITDbrupuCdGGKA6U0ofaA313jAmr6A1G24g,Its might be very entertaining to watch and gets more finable to feel and its like to spent our bore time. May be this app is very usefull and good😍😘🤗🤗,2,21.2.1,2021-09-10 12:50:00,2021
gp:AOqpTOGVVq6JeXzn9tvV5a73G01u_ThWrX9oLCU7UdJxngj9FLCb-wO8GxodwzIYRz1A609SPBY1tKnleESILQ,"Funny, educational, heartfelt stories that are very moving and helpful to see.",1,20.9.3,2021-09-12 08:11:00,2021
gp:AOqpTOFoXyDNVV4UI9nF-BxHQQZY10SEM9BbQHidZv2Az8in-M8SZXZDtIg5IqvPdpMzyiVrVNipMf1Ptx4NlQ,Fun being able to chat and inter and interact with people from around the world.,3,20.9.3,2021-09-04 01:41:00,2021
gp:AOqpTOFyYOwsV4FtH3pRK9LnR7wM_vuukQU_Xv6KCFwV0znLIDaAx0nG2FnjMv1dD9eyHfGPtyk8zUe4_zMVkw,"Amazing,u can post Videos,talk with Friends,go live,see funny,heartwarming,weird (in a good way)videos from all around the World and expose ur inner u!!",3,20.9.3,2021-09-08 15:51:00,2021
gp:AOqpTOEnIjC4fqpSc58xtAD1WvD6DoKjzKT10b-8FInUjRtftlLFTAuliXqwT4d78-JYIVPzZSk7Go16hV-vYg,I love this app you can watch so many different things and post your own videos And you can learn so much from people.,2,21.1.41,2021-09-12 15:41:00,2021
gp:AOqpTOGtrEYWsm4bDymJGtkR8COQknJ_D4GuNftHAcNlLR_Hbhyyjq8DBhzvpjoQqPbO-3k4b0exkgZRpMrF9Q,Love this app Its a way for poeple to show thier talents and to connect with others about situations happening in their lives,2,20.9.3,2021-09-07 21:46:00,2021
gp:AOqpTOG4ddBvrrxAgiY3tbBi3TFT2nbaZ4z5AGy8jqnv3z6DKwoRyYO-eKko0cj1pJaMacOaTsDJ2UH3P_fJXA,BEST APP EVER. I LOVE SINGING DANCING AND FOOD. LOVE THE FACT THAT IT'S SHORT REELS SO ONE CAN GO THROUGH ALOT WHEN TAKING A BREAK FROM THE REAL WORLD FOR SOME CHILL TIME,0,21.1.41,2021-09-17 04:53:00,2021
gp:AOqpTOHLz5RqXTUCpRq2CmiwV8EwcR9iMW7pye4BTsBWTA_UVoWb_3xjQ11nVADJo1pYTD5AZa97A95o1isWpQ,I really love the creative ideas in this app and the music the affects really helped me through thats why i give it a 5 star☆,3,20.9.3,2021-09-06 14:09:00,2021
gp:AOqpTOFZxB5iKAcVzagb3BJTB57L0fFuJA8r3IE4i-1tyoqRPXrJ2kUQyifgcZv-CNXqr_5Xtb4aKWKJihojXg,Love this app!! Most definitely the best when just sitting around getting ready for bed. Never know what imma see next!!,1,20.9.3,2021-09-10 03:49:00,2021
gp:AOqpTOGaVDrBaVuSZIp4Frk055gTwa4s4DHjMgL4Wh4CZF3pmfbb8-we14NY5RkoGT35BBKhimqL84K7b1cd2g,Tiktok is the one off the best app and plateform where we can show and identify our hidden talents. I am loving it.,3,20.9.3,2021-09-03 15:35:00,2021
gp:AOqpTOGOTUZl9w8vqeo0ed-S_Xy9cbVuSRZ-IOaCYChVg7NfI58yUK3up5zZNBz9JP5d01M4EWiJC5JGMZVQow,I love this app it is easy to create a nice supportive fanbase and even get to know more people to become friends,0,21.2.5,2021-09-20 11:33:00,2021
gp:AOqpTOEIXO1tO2dJM6h8V_b-5jIvVYzv7elZipYm1eAqIE3mMzzO3OGw4lfFgP8IjyqZAn9hk1lkOblCvfPlXg,BEST THING EVER but I dont like that it doesn't save your drafts :( I accidentally got out of my account and my drafts are now gone such great memories 🥺,5,20.9.3,2021-08-31 03:24:00,2021
gp:AOqpTOH3Mz0lQfz8-9K7xU_K5f5Ki_AjnR_EO0PGmO0LP3aVkQMI_z5JKtkwE1h9nPKnVqBOkBoNP10U0DKA0A,Love this app only wish there was a unsensored version for adults something with an age verification and password protected viewing posting and location based searching option,3,21.1.41,2021-09-12 15:58:00,2021
gp:AOqpTOH9F3NBXZR16AEa0f1U_gme5_nOw3J6Bh7IbObGpwZpudL5ctX3weT2lmovp9P1rpNUpfgzW69q4eOKTg,"Great content, and entertainment for hours on end. All around a fun app for all ages.",14,21.2.2,2021-09-13 00:44:00,2021
gp:AOqpTOFCP3oWlQoIG_dHlt4wClIDnlsigP70COsh1m5ZmMhviPq1HlgQpC2QWpe4v38_w98u71haKSOGMIPEZQ,I love this but its addictive and a lot of fun and it will keep you busy LOL I hope that you enjoyed as much as I have and I'm quite sure that you will come check it out,4,20.9.3,2021-08-31 13:07:00,2021
gp:AOqpTOH5U45JmCWguH0IIZFRzcQzfI_HGStcKQF-xs1fa8rW53PGj6a5s4gocjGZdebIhBXO_88lOlOVjFcrWg,"Just the entertainment and resource library I needed!! Pinterest, YouTube and standup comedy rolled into one delicious app!",0,21.1.41,2021-09-18 20:20:00,2021
gp:AOqpTOGWWesv_PKbkZQnzcIyeEFPfn9KypCpvfo2Coum75TmIj6kzpUuIBhvQwfPtU61vt7VZ6OvWWdXuJ4Uvw,This app is sooo good i can socialize with my friends create fun videos with all thease filters i love it. I suggest getting. For All age.....,8,21.1.6,2021-09-10 04:58:00,2021
gp:AOqpTOFKpQtZ3S2hoRmCQE_EzlPVTKZaMzX1qHxfm-DfPbTkAaZAkmcY-fRZp-7QH8NesNbk1JVndzXNqAIEFQ,It's a wonderful app for exploring new things And! A lot on there is really helpful. 100% recommend x,2,20.9.3,2021-09-01 18:15:00,2021
gp:AOqpTOH9u8jZUgfF8hFkHntepSotaDE6Ux68lOfa7qwezNCZOQwKjz_XSFnuNC-U6XnQrXZuMIwRUTisbiKvBQ,It's fun to use and it makes me laugh and and it's just a great AB that everyone could use you could dance have fun with others,3,20.9.3,2021-09-04 12:35:00,2021
gp:AOqpTOGQAhkF9ZNLU5jlUOmY5Gp4BMGdFG3GMthljML0t01PieQ-sj8wvCO4Z_HRfft0JmbU1T0F70oLLNuVig,its great! but on conputers why cant we film a video withoit seeing it my camrea works fine?.. overall i would this a really good app,0,21.1.41,2021-09-18 06:13:00,2021
gp:AOqpTOHlxxfxzl7YsvJgxurLG5PMbpvpp8jgvyMbHMwoj4LaEgDHBw87P1a9CiyCFzMoxsBg2f9bib-BqI3l7w,My experience so far is. Great. I love getting points for playing game & for charging my phone that's awesome thanks alot......,0,21.1.41,2021-09-14 15:49:00,2021
gp:AOqpTOGO8gjw4LkTaTGGyk-HTEdGX--_4Hb18v18Zwik7WU1SRaXR2i3sJ6KL01YO7yJjwryGG3HV9_UG4ctMg,Love all the different videos. I'm sure I spend way more time watching than I should. Even made a video of my own. Fun times.,1,21.1.6,2021-09-10 09:06:00,2021
gp:AOqpTOHw01CAuhMFsFd9ReVpBewFMCC_qXWfdxvv2Bf61KMFCXreScnR9UsF-82EATzote80oTWqKTkE04KUWA,So far so good I'm still just learning but I'm having fun with the app it keeps me busy for the most part I'm stuck here in the hospital on my back for 3 years and I have nowhere to go and nothing to do except my phone and if it wasn't for that and tick tock and a few other apps I think I probably go crazy good thank you so much for making me laugh that's the main part the most important part,5,20.9.3,2021-08-30 07:19:00,2021
gp:AOqpTOGMQJmRKGcnxgFt4jwFQoWhOknt2LeNvCBCeTkxQxN-F00KjwyEtLRucZpO0dAKbyinON5jNcXUWWG5eg,"Awesome app. Easy to use, easy to upload, edit and share content",0,21.1.41,2021-09-16 23:35:00,2021
gp:AOqpTOGplE0tb6dc3qL9M_P8PrMzqJS6NlK49IntZwrMUo8TX1FNXkfy_WnmtMSIG1EWmZ1D4vqD_APhb3VFOg,It very interesting and there's a large verity of thing's to watch. And there r so many people and colter's that u can find.,2,20.9.3,2021-09-01 14:51:00,2021
gp:AOqpTOEdEY3wmrvpd676usG77uQ9bXyuNhO84MI6DOSnwV7NO8dm9B62MeoAPbfWQlUbtOqnK82wj3t5Ul8X9g,I love this app. The creative and fun videos are amazing. I couls spend hours just watching and never get bored.,4,21.1.6,2021-09-08 02:22:00,2021
gp:AOqpTOHjiDMmzZXk40GfSKjaCJR8yf99AC8FLtFYxaVO8DRePF-6Rvo8XvjCaUN0bOJnGqU0M56e3-Itv-yJzg,It's been a good experience so far. Met a lot of great people. I use this app as a way to escape harsh realities of my life. I love being a creator. I just wish more of my videos would get out there to a bigger spectrum of viewers.,2,20.9.3,2021-09-07 22:31:00,2021
gp:AOqpTOHehq9Ma72ewRG2QodjUVxk2YlUfPDXb5lleTCIDaXx-oszJJa73YtlsHvOSul3VsmMdnuagIDNSIZ4cA,Its really easy to use and create content. The creator tools are awesome 👌.,0,21.1.41,2021-09-21 02:51:00,2021
gp:AOqpTOGgGND5EXFJWvCqc1Tt2CfbDlje79jXe7Ox4YsXy3IDhpKYfGa0TMpVo4YhokgC3B-9DWah2Y6ojIukyA,This is a very entertaining app. I laugh a lot. Would highly recommend this app to anyone who has a need to smile no matter your mood👍👍😉,1,21.2.5,2021-09-17 09:18:00,2021
gp:AOqpTOHXhxNPKcnYen4VuVf06-Oo_ldg4H5in3KtOFH2_V12HAM-DFe4Fn2T6ILitWI_ZMZQSU_KAdKRPY6PgA,I love this app its great and the new updates are amazing everybody has a talent on this app but 7 year olds are just annoying,3,20.9.3,2021-09-01 19:30:00,2021
gp:AOqpTOGpJY9KNKsIfzKDyCIdA1xjR5yFxNw_dqoO5OjEgJ7UegOSC16nxoG08TdR7xaU9VvUKD2ndCrmj6zOVg,Love this app it's amazing for creating videos or watching them. Lots of great filters/tools to use,0,21.2.4,2021-09-16 05:18:00,2021
gp:AOqpTOElpgFGgpAgWLWuXXppzLDJOmB3TH1a7ATQAlsf8KpZW96h58qr5lFb5QL2mrhpB14LC4K0qKVIpxUl9Q,Very amazing app also it helps me make quick and easy clips that are enjoyable for others and keeping the app a safe place to be.,1,21.1.5,2021-09-11 05:07:00,2021
gp:AOqpTOGsldenVDZmU6zLQ1vwEB9cfCDwIoG3H30uUDCnM948HLIb_QGZsPkHeidlll9Ld5ogCBhANPsyDs_now,I enjoy this app a lot. You get to see everything. It's good for shut ins like me. LoL.,1,21.1.41,2021-09-12 11:21:00,2021
gp:AOqpTOFu-yIgpgojyFVrDoS4LkY-rPH2osHirYBQK3AlzIMKm-1Q-brZtJpMLiacF0Dvjehkl9LpWZXWK5Ry-Q,No problems that I can see so far. I'm always laughing and finding cool items and ideas.,3,20.9.3,2021-08-29 21:35:00,2021
gp:AOqpTOF7erMJSFoIiiVzYNQravnrl3orL7cJBnX3yO5mBSZabw-pu6yACaemdZgodAIsSVzIvOws3iDCN7xd8g,Love this app! Gets my business out there in a fun way and it's fun to use! Totally recommend it,0,21.2.5,2021-09-18 00:04:00,2021
gp:AOqpTOGeGRP1zR_lQts2IvmQhciiqLS87AxVoB32WQHagSDL6FC0zlFnEUTWDSXgnXhnPsFKnLUoxh25682XSw,I really enjoy various videos from people on so many different topics and levels. Please keep it like it is and thank you!,3,21.1.6,2021-09-11 05:33:00,2021
gp:AOqpTOHmdjuKr76z84GEANvKzTuUcDb3w3JGN_cHtE6tGpQQOivP3CYn-N8xKURcu_o9jjERLn9RgglwsLE29A,Love it its so fun to watch videos and search up stuff if you can't find it and its cool that you can make your own videos😊🥰,1,21.1.41,2021-09-14 02:16:00,2021
gp:AOqpTOHiR77BDO4enPl-dzJrZSEJ0-_rV6LPrnNpGVpuyHdNu1w-Ofmp1c0SnzBY2S9ixiT-2-MP-IdTEcvhhA,it is Be fun But Like you can make new. Friends you can see some cool things in people giving you advice lots of cool hacks and other things like that,2,20.9.3,2021-09-10 05:07:00,2021
gp:AOqpTOH3cYAaQcINzdaxOMkJvOcojmukwuj_w6wLYYIOSwgNsMun-cMnLn9-83T_fRIeKQS1iU3APbshdqzChQ,its goodddd. if ur not into the dancing side simply like the videos u like eg.) crafts and it pops up on fyp. however that draft button is DANGEROUSLY small.......,1,21.1.41,2021-09-14 02:25:00,2021
gp:AOqpTOHZuxn4t63e5RdflIWP43MP1pVbyaJ8wAL_vSy-vQGP_V0AckPcX8NkxpvBBxJNPYg1zTvtepP71nT0oQ,"It has amazing quility, funny asf, and a time passing app. Great for road trips and more",0,21.1.41,2021-09-16 10:01:00,2021
gp:AOqpTOFoWlKXd4gJLdvk-_IcfnASO8lNYnUPWx6AcrYu9ytEZJcxG_CzoDUPUyoUx9zkZznxVzycW1ZOAk-tlQ,This app is one of the most wonderful social media apps... my experience using it is that it is very nice and u have everything right there to make videos...,3,20.9.3,2021-09-03 19:51:00,2021
gp:AOqpTOFdafklF9yfeqK788vLUwduWlfsc9EckMKzHyFgOO-_ytBiMkEc7FwWLB7ghMj_wj-a_InKpKU7fUppVA,Entertaining at very least .just remember it's a social platform. Lots of hater and trolls.get passed that its great,3,21.1.3,2021-09-05 01:21:00,2021
gp:AOqpTOF6mOqH8HGK6KkfxWvRKsbB0dQJr_QnrlzTuR9wlHzjTwkvmR_4iYb8r17ZQRTvBpe-Ci7CZH6PFzO4BA,"It's a good experience, a lot of tutorials. And what I don't like. Just keep scrolling. You can select and control what you want to see.",0,21.1.41,2021-09-16 01:53:00,2021
gp:AOqpTOEkTXuK3icKfwPdlWKhlmUtVPzGo1kq0yNVMM_dkZJuxWLT9idEF4tAm1-lNwKQoBXOcsDz6B16PWuWqg,"Hilarious, Addictive, (not literally addicted) Fun, Easy to mimic, Time consuming, Enjoyable",3,20.9.3,2021-09-05 14:25:00,2021
gp:AOqpTOG9K78mVpmQ-JsBPJsSKCggAnTddAIyrke7eb7dlVCgvd1td68hnDkGy2n9CUjB9gBi45neKB-meW5ncQ,Very good Apps. Easy to use . Connecting with people and learn many things from here.,1,21.1.41,2021-09-15 22:26:00,2021
gp:AOqpTOFg49fQqy1Ie7HYs45fNhIqryoCmUifK0uLkOiWZyxdx0uUjwjqzBvMNNmHqeg0gK_KPslG3cILXnteBA,This app is really good and use full but I am having following problem please fix this problem as soon as possible. Anyway this app is so good.,2,20.9.3,2021-09-09 06:40:00,2021
gp:AOqpTOFEj3ABwS-6WCP0F9uh8CYXecA9_dZU1fcTcfg9dpzEqzWgg88l97FgJywTqZMvIZk3SXUUSNqAG2JPRA,I can't ima say this but TikTok is good. Easy to use and with CapCut it was so easy to use. 10/10,2,20.9.3,2021-09-07 11:23:00,2021
gp:AOqpTOHEiqOgJf4pmTD5l_X2ImJYRHRksd6JVvXBZfuhxdbV3Zlb5VMxLmuqdYz-yvzE0EAV6EJlN_9TZ7q5LQ,Alot of ads in between bids but at least you can skip them. Other than that great for entertainment,2,20.9.3,2021-09-05 06:18:00,2021
gp:AOqpTOF3Ul3WVmJhlNPF9buj77Ybsl2dLto2FVD7lrWbTVJF16YOgQbbDPG25EtDYUfEdGQezlqbPbxm2ZtSmw,It has a lot of great content but not all is good. You just have to pick and choose your content to find the good ones.,12,21.1.6,2021-09-10 12:56:00,2021
gp:AOqpTOERxV8cZAMa7vsTcNhAakP6Vh0tTi0PZJ4kv_pcE0LyGypPJAJ8J79gJpUeEGr98weG7XCGhXNAYJrQWA,"Absolutely outstanding if you're a creator. Over 300 followers in less than a week. If your content is GOOD, it WILL be seen. Period. Came over from YouTube and wish I would've done so sooner. TIKTOK 4 LIFE!!!!",5,21.1.41,2021-09-11 23:08:00,2021
gp:AOqpTOG_TmckuRDKHPTnzuoMhXkPh8PEzJdOqiiGNVFffM-RnH-Qc_drYrz9qOfgB1VPob1TARB1Nx6klCS-mQ,Needs more than just a heart react button and it needs to support 1080p but other than that it works fine,2,20.9.3,2021-09-07 11:38:00,2021
gp:AOqpTOEa4buQtQyZa1HUM2TSU-6SbxbOfZnm0vDV7YelLUWHqj6H3P7N-OSLpbb7ywy6O1QBW_Qe502xlRhfEA,I really love this app but I hate the glitches and also sometimes it doesn't even let me post a video and I'm so mad like I can't post an video so yes bye !!!,3,20.9.3,2021-09-06 23:27:00,2021
gp:AOqpTOFo2e9q6NUNqbqQzVrWZsjjULDoBhhUTGyMzqp0qQbusshUoB5cIgMC1enO1PhZqv3vEQ8GMRTw7qLGYA,I love to laugh and there are so many videos that will have you laughing. I loves animals too so make sure to check out animal births I just love them.,2,21.1.6,2021-09-11 23:21:00,2021
gp:AOqpTOGUecgxmJjbspyiGKrjLK9aYE6DTQUKM6vS7rwGB83HXV1Tnte0MYu3zRHHrW1paYfyTLMEn72UFonVnA,Talk is so fun you can have a whole zoo in your pocket that. Fun it is could you can see animals and stuff on Tik-Tok,3,21.1.3,2021-09-05 01:25:00,2021
gp:AOqpTOGwMj1i-UlwEhpy4PT1iDNIjsjgCflBfCFXrbxlBwfQs2WXbUindEtOWz1rYjtSG83IQqViAhxgask6hQ,Tick Tick is a good place to learn to break brain to tune the brain to make a good talent. Good moving in the morality is not paid and the work will not be worse than any other person. It is very difficult to end up. My budget will end up to my account. 1.D3__1133 2.D3AD_111 Do not break the account account in 24 hours now via VILLY: WHATHERS WHO SHIPPY. Why my acount not loging,6,21.1.41,2021-09-14 16:06:00,2021
gp:AOqpTOGWiG7kG4tmhYRctMAKE-AYx0FpVqPbyPZLWeLJViK21UPomYeJGACpCoRdLeJAScLdavBqrxaupRHG5g,It's woohoo fun you can make videos watch people's videos just download it it's fun and you can try filters you don't have to have a account to do filters it's free,1,20.9.3,2021-09-13 16:49:00,2021
gp:AOqpTOFjupgsmpY3Raf8cHUyPeekPGNQYrVd9ed6IqIQeQ8q9_j-tMXe20vr5QcUeoFs2KrPnKD24Qgu5N1AnQ,"The app is super cool. Not only fun videos and trends, but also informative videos.",0,21.1.41,2021-09-19 14:20:00,2021
gp:AOqpTOHRXhCma25nsUrJIfAZhOFhFyYu9pVKAH5sCwYfGhhAzDX5Z-TJcX1HjlLphRJZpQItYieEcv0xM6ZPiw,I love the ease of it and how it gives people to just be themselves and have fun the pandemic made it even more popular as a mean to have entertainment.,1,21.1.41,2021-09-12 11:42:00,2021
gp:AOqpTOHHQ5yMXdspDOqogUaeOzQ7CKgYs8931X2eV3nXMXK7uBBqF3Nr_KDzcRe_YikswVsLRRxH74hJoWlsZg,Careful. You will spend WAY too much time in this app (and love every second of it). Very addicting and even more entertaining.,1,21.1.41,2021-09-14 02:50:00,2021
gp:AOqpTOF8qeogp3gpDurhAGdKn0SLSDKkZ1Fs3PMM79wSSLWMpm7OaN2FpAIU-X9EiBxtTckq95_9GopsBcOaWw,Good app for show our talent but so many times views rate are very down and our intrest is low.low quality mobile recorded video is not viral but keep this contant or acting style nothig this video quality 🙏🙏🙏 plz solve this problem.thanks tiktok np🙏🙏🙏,3,20.9.3,2021-09-06 21:18:00,2021
gp:AOqpTOFJv_d2lKbDKTQiiiCxULlSxHfhEtL1638BCTHhT-kLXK0JIyNzg1NEyLhTmzhzcYy7H2nIgv0Z4Kbo8A,The TikTok is a one of the verry nice app this app is my favorite app in a TikTok me no long experience but I drive to this app and they make a new beautiful video,1,21.2.5,2021-09-16 09:02:00,2021
gp:AOqpTOEXL4otEfrHDV3q_t8QzGu5LZTo2L13Z6VhDqDoSTSib3j9nmVc5C2yMGT_SNKP5e_WpFV8tWVuOxBdiA,This app is very intertaining and gives you many ideas and shows you lots of new things your even allowed to choose what you want to see\wacth,0,20.9.3,2021-09-17 04:12:00,2021
gp:AOqpTOF9tNEEVzxcL27Xo6g1T9w-P8rHUmYmUFdf_khAhkeCB98QNL34ywf2z0CWJeK1YA3a4R98huoEbJcgVg,All I have to say is it's really entertaining but it can make you lose track of time really quickly,0,21.2.5,2021-09-19 10:47:00,2021
gp:AOqpTOG_t7DNf9wT0jYkA08KrOkiUxesNZul3CUu9M2BgY11mPCu2W4xeArb7BlPScSuvAMdBwCULkSTb89VtA,"New to this app, cut back on social media a while due to social addiction fresh start all over, tick tock to me a way to show talent and acting skills perfect for children and even older people.",9,21.1.6,2021-09-11 08:54:00,2021
gp:AOqpTOFaXGvyTeYr_vYYBxIf9AhjyCnhXkL4S8fkuQbA5Q6PdfFVeZ3C8HN3DM6uqpQx2nNgQevX5n37WhJ9cg,Very good. Unless you have bad internet connection. Overall a good app to have when bored,1,21.1.6,2021-09-10 10:52:00,2021
gp:AOqpTOHySFz3atUYzX5P-4DoXL-ReRtZ_er77zOLuOm9GwNQn8h-B2BJ2qfta5mtWC0pWcBmSIwTFZHXsF8vmA,It's a very good way to speak to your friends and it very addictive what I would change is all the toxic people otherwise it's very good,1,21.1.41,2021-09-12 22:19:00,2021
gp:AOqpTOHXgg4LvgHueOwyWorKZKOrgqlpVbPNZiJ19cgBFgMqKavA8chhQFSaeOefLmwzuclkiY4sQxHf77L0pQ,"This app is so good💗 if your thinking about downloading it ya sure its amazing, it gives you good life hacks✨ also make sure your child is older than 10 to get this app🙂 there can be inapporinte content 🙈 but we can just go and add unintrested🤔 and make sure you dont post crapy content , dont take this app as a joke please ,its still a platform of socialmedia🙃 there could be dance videos and much more of fun 🙂 there is a problem in this app actully its so toxic👁️👄👁️ so please dont hate☹",18,20.9.3,2021-09-05 00:48:00,2021
gp:AOqpTOFI8gPjvVexXPOvtKs2Ce_w0G0PAUsaK46Zn4ohQ0LzFlcfDBPky6P7OyqTG2b_A4QV_Sg9vIA3t8JcMA,Great creative outlet and way to find and connect with your audience. This app has become home to much more than just dance and lipsyncers. There are literally thousands of niches to explore. No app is perfect but this app has no 'bugs' and a very smooth user experience compared to other platforms I have tried. As a serious creator I look forward seeing and being a part of the future with Tiktok.,794,20.2.5,2021-07-17 03:51:00,2021
gp:AOqpTOF5O_HD1GJog4MhAYXgaDDrrvil7LvEeo9khkfcrNAqf8mhWEyM6Rl3DBwXv5nEpiT7c669_a7QtYCDwQ,It is a great way to meet new people and having fun dancing and has all the greaset music❤❤ i love this app so much and ive came so far with it and everyone is so nice and i highly recmond getting it ❤,3,20.9.3,2021-09-02 12:31:00,2021
gp:AOqpTOFfcQSqem40D0so76VoghPN4DLZtME978nfCpPnL2ihpUgIuCdS7wAb6ZJgnFz5DqvT93iH4Tm5_7LNuw,This app is good it helps me forget bad things or when i feel so emotionally i watch videos on my tiktok and it change my mood into happy mood so it is a great app ever,1,20.9.3,2021-09-11 18:04:00,2021
gp:AOqpTOEefFekes8Agr7CvYDLMv9WoDV-6rK4JrvcdzxiTbtj7LguRgvaXp99yVTGMu2dfjRm9voUYMniDpgwvA,Very fun way to pass the time lots if cool features and is adjusted to fit to your taste,1,20.9.3,2021-09-13 00:24:00,2021
gp:AOqpTOGTry-OGnfDwKgONoZ5mCf9OP5zgv1QlK8Ufb2UJ6qA3FAtNfi-l8unnqN-wrRyD5VIn5z8RGjdqOVyyQ,It's a great app...i got more followers and likes....like its so amazing that I can't believe it I gave to share this to all my friends and let them no what an amazing app I found . ..,10,20.9.3,2021-08-27 09:53:00,2021
gp:AOqpTOG9XbxAKpw2puAoVOAW6JHIw6vjzHF-uugoWAqKBBR8D5JNp7YDRZj-TTa9JQvd5kDiDcEAXWD3l8KvGg,its is amazing but there are a few things that i think they should cange. on computer you cant make ur screen bigger and u cant go to your profile without typing a comment and going to your profile. thats all,0,20.9.3,2021-09-18 07:36:00,2021
gp:AOqpTOENGEVvfiw8jWqS4--pa2ZqcaQtRJ9KRmYyelLqWISm-Rl4vNkQuftGWNip2CZeEbc18xSjx2costVdjg,Amazing site. Not just dance or singing. It has diversified includes a vast array of media,2,20.9.3,2021-09-03 03:34:00,2021
gp:AOqpTOEfFWs_nyz1rqT82EgShdPZgfhT5he_HS2Jjul1qQyyCKqysO2nPnIClm-4JuamnlG3gZIBbmmKtE48PQ,It very entertaining. I've all kinds of great stuff I've never seen or heard of about. It makes me want to travel more.,0,21.1.41,2021-09-16 04:12:00,2021
gp:AOqpTOFwn0YI5cVrl86f4u-mI54TW_CBifCyLM3fknH58aT6YesvzrfTgWUiZyWd_mGqhNaDXJJWDqwhCCemnw,"Love app with out it would have lost it, if you're feeling blue this app will fix it.",0,21.2.5,2021-09-19 06:47:00,2021
gp:AOqpTOGrk03opEqqrmyBsfJ9XqzRyYBg0rnw8PHe3gbnwOl_mDhCYeKFLLvUOTI2rgM3hJd3ugf64nylAuohwA,It is such a fun app. I really enjoy my bff Shanatoki's videos. Love seeing the bits she makes and I am enjoying making bits myself. Thank you Tik Tok!,3,21.1.2,2021-09-06 08:20:00,2021
gp:AOqpTOFzwGWqu260xzU6DWCO5x9PcXhO69ZAylbpBg8dRXp8sodsHbr0_AJk87kWf_ac73Nqlvf8EaZ_5bfcWg,"This app is a superb app, its full of fun, whenever u ve stress open it and kick off stress, i enjoy it alot...",0,21.2.5,2021-09-20 19:00:00,2021
